name,strunz,id,formula,elements,hyperlink,comments,shift
Hauyne_LK-33 9 Sapozhnikov,9.FB.10,147,Na3Ca(Si3Al3)O12(SO4),Na Ca Si Al O S,[Mindat](http://www.mindat.org/search.php?name=Hauyne),,
Hauyne_LSh38,9.FB.10,148,Na3Ca(Si3Al3)O12(SO4),Na Ca Si Al O S,[Mindat](http://www.mindat.org/search.php?name=Hauyne),,
Hauyne_Tultuy green,9.FB.10,272,Na3Ca(Si3Al3)O12(SO4),Na Ca Si Al O S,[Mindat](http://www.mindat.org/search.php?name=Hauyne),,
Hauyne_2nd grain green Tultuy,9.FB.10,273,Na3Ca(Si3Al3)O12(SO4),Na Ca Si Al O S,[Mindat](http://www.mindat.org/search.php?name=Hauyne),,
Hauyne_green S4 Mianma,9.FB.10,274,Na3Ca(Si3Al3)O12(SO4),Na Ca Si Al O S,[Mindat](http://www.mindat.org/search.php?name=Hauyne),,
Hauyne_green mianma kamnavedy,9.FB.10,275,Na3Ca(Si3Al3)O12(SO4),Na Ca Si Al O S,[Mindat](http://www.mindat.org/search.php?name=Hauyne),,
Hauyne_pink Sapozhnikov row 8 s7,9.FB.10,288,Na3Ca(Si3Al3)O12(SO4),Na Ca Si Al O S,[Mindat](http://www.mindat.org/search.php?name=Hauyne),,
Hauyne_lazurite reznitsky lr-39 s7,9.FB.10,388,Na3Ca(Si3Al3)O12(SO4),Na Ca Si Al O S,[Mindat](http://www.mindat.org/search.php?name=Hauyne),,
Hauyne_pink s7,9.FB.10,392,Na3Ca(Si3Al3)O12(SO4),Na Ca Si Al O S,[Mindat](http://www.mindat.org/search.php?name=Hauyne),,
Hauyne_MB-1 s7,9.FB.10,515,Na3Ca(Si3Al3)O12(SO4),Na Ca Si Al O S,[Mindat](http://www.mindat.org/search.php?name=Hauyne),,
Hauyne_7981 Chukanov,9.FB.10,516,Na3Ca(Si3Al3)O12(SO4),Na Ca Si Al O S,[Mindat](http://www.mindat.org/search.php?name=Hauyne),,
Hauyne_7981 Chukanov,9.FB.10,7,Na3Ca(Si3Al3)O12(SO4),Na Ca Si Al O S,[Mindat](http://www.mindat.org/search.php?name=Hauyne),,
Heulandite_Medvedev,,101,,,,,
Heulandite_Kaneva,,179,,,,,
Heulandite_Mdevedev wirh inclusion,,344,,,,,
Heulandite_,,58,,,,,
High_pressure carbonate in association with ringwoodite 2166 12GPa,,339,,,,,
High_pressure 12GPa piroxene,,340,,,,,
Hubnerite_Djida 9 1011 minmus,4.DB.30,264,Mn2+(WO4),Mn W O,[Mindat](http://www.mindat.org/search.php?name=Hubnerite),,
Hubnerite_,4.DB.30,70,Mn2+(WO4),Mn W O,[Mindat](http://www.mindat.org/search.php?name=Hubnerite),,
Hyalotekite_or Maleevite Dara-i-Pioz in association with reedmergnerite row 3 grain 3,9.CH.05,224,"(Ba,Pb,K)4(Ca,Y)2(B,Be)2(Si,B)2Si8O28F",Ba Pb K Ca Y B Be Si O F,[Mindat](http://www.mindat.org/search.php?name=Hyalotekite),,
Hydrogarnet_,,309,,,,,
Hydrogarnet_Akhtaraida,,310,,,,,
Hydrogarnet_12 GPa 2166,,341,,,,,
Hydroxiapophylilte_,,522,,,,,
Hydroxiapophyllite_f1 grain fluorcarl,,169,,,,,
Hydroxyapophyllite_from association with carletonite f1,,17,,,,,
Apatite_Arina teeth,,227,,,,,
Apatite_demont,,360,,,,,
Inagli-265_1,,447,,,,,
Innelite_Inagli IG-86-320-2,9.BE.40,241,Ba4Ti2Na(NaCa)Ti(Si2O7)2 [(SO4)(PO4) ]O2 [O(OH) ],Ba Ti Na Ca Si O S P H,[Mindat](http://www.mindat.org/search.php?name=Innelite),,
Innelite_IG-86-320-2 point 13,9.BE.40,528,Ba4Ti2Na(NaCa)Ti(Si2O7)2 [(SO4)(PO4) ]O2 [O(OH) ],Ba Ti Na Ca Si O S P H,[Mindat](http://www.mindat.org/search.php?name=Innelite),,
Jadeite_Radomskaya,9.DA.25,98,NaAlSi2O6,Na Al Si O,[Mindat](http://www.mindat.org/search.php?name=Jadeite),,
Jaspillite_,,131,,,,,
K3Eu3B4O12_Subanakov synthetic,,181,,,,,
KAl(SO4)2_,,192,,,,,
KCr(SO4)2_,,198,,,,,
KCr(SO4)2_fresh cleavage,,199,,,,,
Kaersutite_,9.DE.15,328,NaCa2(Mg3AlTi4+)(Si6Al2)O22O2,Na Ca Mg Al Ti Si O,[Mindat](http://www.mindat.org/search.php?name=Kaersutite),,
Kaersutite_Sukneva Radost,9.DE.15,520,NaCa2(Mg3AlTi4+)(Si6Al2)O22O2,Na Ca Mg Al Ti Si O,[Mindat](http://www.mindat.org/search.php?name=Kaersutite),,
Kalsilite_Radomskaya Sakun massif Golevskoye,9.FA.05,253,KAlSiO4,K Al Si O,[Mindat](http://www.mindat.org/search.php?name=Kalsilite),,
Kapustinite_LV-23-1 Panikorovskyi Karn,9.CJ.15a,496,Na6ZrSi6O16(OH)2,Na Zr Si O H,[Mindat](http://www.mindat.org/search.php?name=Kapustinite),,
Kapustinite_LV-23-1 grain 2 Panikorovskyi,9.CJ.15a,497,Na6ZrSi6O16(OH)2,Na Zr Si O H,[Mindat](http://www.mindat.org/search.php?name=Kapustinite),,
Kerchenite_Crimea INRTU,,74,,,,,
Kianoxalite_Flora,,473,,,,,
Krohnkite_green tolbachik SP-90,7.CC.30,278,Na2Cu(SO4)2 2H2O,Na Cu S O H,[Mindat](http://www.mindat.org/search.php?name=Krohnkite),,
Krohnkite_green tolbachik sp90,7.CC.30,279,Na2Cu(SO4)2 2H2O,Na Cu S O H,[Mindat](http://www.mindat.org/search.php?name=Krohnkite),,
Kupletskite_Khibiny Zhitova,9.DC.05,428,K2NaMn2+7Ti2(Si4O12)2O2(OH)4F,K Na Mn Ti Si O H F,[Mindat](http://www.mindat.org/search.php?name=Kupletskite),,
Kupletskite_Kibiny Zhitova sample 2,9.DC.05,429,K2NaMn2+7Ti2(Si4O12)2O2(OH)4F,K Na Mn Ti Si O H F,[Mindat](http://www.mindat.org/search.php?name=Kupletskite),,
Kyanite_INRTU 2020,9.FB.05,126,Al2OSiO4,Al O Si,[Mindat](http://www.mindat.org/search.php?name=Kyanite),,
Kyanite_dark,9.FB.05,314,Al2OSiO4,Al O Si,[Mindat](http://www.mindat.org/search.php?name=Kyanite),,
"Kyanite,Medvedev_Levitskiy",,Medvedev,,,,,
Kyanoxalite_Flora Lovozero,4.DE.45,11,Na7(Al5-6Si6-7O24)(C2O4)0.5-1.0 5H2O,Na Al Si O C H,[Mindat](http://www.mindat.org/search.php?name=Kyanoxalite),,
Kyanoxalite_Pekov Flora Light blue,4.DE.45,424,Na7(Al5-6Si6-7O24)(C2O4)0.5-1.0 5H2O,Na Al Si O C H,[Mindat](http://www.mindat.org/search.php?name=Kyanoxalite),,
Kyianite_,,313,,,,,
LK-5A_Lazurite malobystr row 7 s7,,289,,,,,
LK33_9 single grain monoclinic lazurite,,149,,,,,
Lazulite_Stepchenko,8.BB.40,132,MgAl2(PO4)2(OH)2,Mg Al P O H,[Mindat](http://www.mindat.org/search.php?name=Lazulite),,
Lazulite_Mitichkin,8.BB.40,426,MgAl2(PO4)2(OH)2,Mg Al P O H,[Mindat](http://www.mindat.org/search.php?name=Lazulite),,
Lazulite_Mitichkin sample 2,8.BB.40,427,MgAl2(PO4)2(OH)2,Mg Al P O H,[Mindat](http://www.mindat.org/search.php?name=Lazulite),,
Lazulite_Mitichkin,8.BB.40,487,MgAl2(PO4)2(OH)2,Mg Al P O H,[Mindat](http://www.mindat.org/search.php?name=Lazulite),,
Lazurite_L-1 nosean like,9.FB.10,161,Na7Ca(Al6Si6O24)(SO4)(S3)1- H2O,Na Ca Al Si O S H,[Mindat](http://www.mindat.org/search.php?name=Lazurite),,
Lazurite_monoclinic L2,9.FB.10,162,Na7Ca(Al6Si6O24)(SO4)(S3)1- H2O,Na Ca Al Si O S H,[Mindat](http://www.mindat.org/search.php?name=Lazurite),,
Lazurite_L-15,9.FB.10,167,Na7Ca(Al6Si6O24)(SO4)(S3)1- H2O,Na Ca Al Si O S H,[Mindat](http://www.mindat.org/search.php?name=Lazurite),,
Lazurite_light blue Slyudyanka SL-SM-6,9.FB.10,168,Na7Ca(Al6Si6O24)(SO4)(S3)1- H2O,Na Ca Al Si O S H,[Mindat](http://www.mindat.org/search.php?name=Lazurite),,
Lazurite_ZK,9.FB.10,292,Na7Ca(Al6Si6O24)(SO4)(S3)1- H2O,Na Ca Al Si O S H,[Mindat](http://www.mindat.org/search.php?name=Lazurite),,
Lazurite_ZK s7 holotype,9.FB.10,386,Na7Ca(Al6Si6O24)(SO4)(S3)1- H2O,Na Ca Al Si O S H,[Mindat](http://www.mindat.org/search.php?name=Lazurite),,
Lazurite_ZK holhotype s7 grain in center,9.FB.10,387,Na7Ca(Al6Si6O24)(SO4)(S3)1- H2O,Na Ca Al Si O S H,[Mindat](http://www.mindat.org/search.php?name=Lazurite),,
Lazurite_ZK right grain s7 holotype,9.FB.10,389,Na7Ca(Al6Si6O24)(SO4)(S3)1- H2O,Na Ca Al Si O S H,[Mindat](http://www.mindat.org/search.php?name=Lazurite),,
Lepidolite_Malhan,,30,,,,,
Leucoxene_,,514,,,,,
Loparite-Ce_,,518,,,,,
Ludwigite_Kaneva,6.AB.30,62,Mg2Fe3+O2(BO3),Mg Fe O B,[Mindat](http://www.mindat.org/search.php?name=Ludwigite),,
MaYa-21-2_violet zone,,260,,,,,
MaYa21-1_violet,,261,,,,,
MaYa21-1_white,,262,,,,,
MaYa21-2_contact zone,,259,,,,,
Magnesio-arfvedsonite_Inagli IG-86-320-2 point 2,9.DE.25,245,NaNa2(Mg4Fe3+)Si8O22(OH)2,Na Mg Fe Si O H,[Mindat](http://www.mindat.org/search.php?name=Magnesio-arfvedsonite),,
Magnesio-arfvedsonite_Inagli in association with feldspar and batialite,9.DE.25,82,NaNa2(Mg4Fe3+)Si8O22(OH)2,Na Mg Fe Si O H,[Mindat](http://www.mindat.org/search.php?name=Magnesio-arfvedsonite),,
Magnesite_,5.AB.05,138,Mg(CO3),Mg C O,[Mindat](http://www.mindat.org/search.php?name=Magnesite),,
Magnesite_Radomskaya,5.AB.05,193,Mg(CO3),Mg C O,[Mindat](http://www.mindat.org/search.php?name=Magnesite),,
Magnesite_Sukneva,5.AB.05,257,Mg(CO3),Mg C O,[Mindat](http://www.mindat.org/search.php?name=Magnesite),,
Majorite_Bindeliani 2384 middle,9.AD.25,330,Mg3(MgSi)(SiO4)3,Mg Si O,[Mindat](http://www.mindat.org/search.php?name=Majorite),,
Majoritic_garnet Bendeliani 2388,,334,,,,,
Malachite_Kaneva,5.BA.10,63,Cu2(CO3)(OH)2,Cu C O H,[Mindat](http://www.mindat.org/search.php?name=Malachite),,
Marialite_grain 2 Kaneva,9.FB.15,174,Na4Al3Si9O24Cl,Na Al Si O Cl,[Mindat](http://www.mindat.org/search.php?name=Marialite),,
Meioinite_grain 1 Kaneva grain 1,,153,,,,,
Meionite_Kaneva grain 3,9.FB.15,175,Ca4Al6Si6O24(CO3),Ca Al Si O C,[Mindat](http://www.mindat.org/search.php?name=Meionite),,
Microcline_ChR-21-2 Mitichkin,9.FA.30,204,K(AlSi3O8),K Al Si O,[Mindat](http://www.mindat.org/search.php?name=Microcline),,
Microcline_green amazonite,9.FA.30,207,K(AlSi3O8),K Al Si O,[Mindat](http://www.mindat.org/search.php?name=Microcline),,
Microcline_Sakun massif 19-15,9.FA.30,258,K(AlSi3O8),K Al Si O,[Mindat](http://www.mindat.org/search.php?name=Microcline),,
Microcline_Makogon,9.FA.30,26,K(AlSi3O8),K Al Si O,[Mindat](http://www.mindat.org/search.php?name=Microcline),,
Microcline_Amazonite,9.FA.30,312,K(AlSi3O8),K Al Si O,[Mindat](http://www.mindat.org/search.php?name=Microcline),,
Microcline_T5 BKS Radomskaya,9.FA.30,431,K(AlSi3O8),K Al Si O,[Mindat](http://www.mindat.org/search.php?name=Microcline),,
Microcline_Amazonite Radomskaya,9.FA.30,483,K(AlSi3O8),K Al Si O,[Mindat](http://www.mindat.org/search.php?name=Microcline),,
K-feldspar_IG-86-320-2 point 12,,529,,,,,
Monazite_AN,,301,,,,,
Monazite_dayalgenakh,,318,,,,,
Monazite_demont,,364,,,,,
Murmanite_Lovozero Medvedev,9.BE.27,519,Na2Ti2Na2Ti2(Si2O7)2O4(H2O)4,Na Ti Si O H,[Mindat](http://www.mindat.org/search.php?name=Murmanite),,
Muscovite_Mama,9.EC.15,27,KAl2(Si3Al)O10(OH)2,K Al Si O H,[Mindat](http://www.mindat.org/search.php?name=Muscovite),,
Muscovite_Mama,9.EC.15,29,KAl2(Si3Al)O10(OH)2,K Al Si O H,[Mindat](http://www.mindat.org/search.php?name=Muscovite),,
Muscovite_GSh-23-1,9.EC.15,460,KAl2(Si3Al)O10(OH)2,K Al Si O H,[Mindat](http://www.mindat.org/search.php?name=Muscovite),,
Na3YbB2O6_,,183,,,,,
Nabalamprophyllite_Inagli IG-86-320-2,9.BE.25,243,(BaNa)Ti2Na3Ti(Si2O7)2O2(OH)2,Ba Na Ti Si O H,[Mindat](http://www.mindat.org/search.php?name=Nabalamprophyllite),,
Nanosize_apatite rat bones,,523,,,,,
Natrolite_,9.GA.05,246,Na2(Si3Al2)O10 2H2O,Na Si Al O H,[Mindat](http://www.mindat.org/search.php?name=Natrolite),,
Feldspar_Flora Lovozero in association with kyanoxalite,,475,,,,,
Nephrite_green Jordan Arina,,143,,,,,
Nephrite_green,,37,,,,,
Brown_nephrite,,brown,,,,,
Nontronite_Demonterova,9.EC.40,298,"Na0.3Fe3+2(Si,Al)4O10(OH)2 nH2O",Na Fe Si Al O H,[Mindat](http://www.mindat.org/search.php?name=Nontronite),,
Nontronite_Demonterova,9.EC.40,305,"Na0.3Fe3+2(Si,Al)4O10(OH)2 nH2O",Na Fe Si Al O H,[Mindat](http://www.mindat.org/search.php?name=Nontronite),,
Nosean_Eifel,9.FB.10,6,Na8(Si6Al6)O24(SO4) H2O,Na Si Al O S H,[Mindat](http://www.mindat.org/search.php?name=Nosean),,
Odintsovite_grain1 Kaneva 10mkm,9.CJ.50,178,K2Na4Ca3Ti2Be4Si12O38,K Na Ca Ti Be Si O,[Mindat](http://www.mindat.org/search.php?name=Odintsovite),,
Odintsovite_Kaneva,9.CJ.50,56,K2Na4Ca3Ti2Be4Si12O38,K Na Ca Ti Be Si O,[Mindat](http://www.mindat.org/search.php?name=Odintsovite),,
"Olivenite,9_93 England minmus",,9,,,,,
Olivine_from olivine gabbro Kamchatka Demonterova yellow plate,,294,,,,,
Orthoclase_K-feldaspar Mitichkin,9.FA.30,488,K(AlSi3O8),K Al Si O,[Mindat](http://www.mindat.org/search.php?name=Orthoclase),,
Orthoclase_K-feldaspar Mitichkin,9.FA.30,509,K(AlSi3O8),K Al Si O,[Mindat](http://www.mindat.org/search.php?name=Orthoclase),,
Pectolite_zerno 2 Kaneva,9.DG.05,176,NaCa2Si3O8(OH),Na Ca Si O H,[Mindat](http://www.mindat.org/search.php?name=Pectolite),,
Pectolite_Inagli IG-86-320-2 point 3,9.DG.05,244,NaCa2Si3O8(OH),Na Ca Si O H,[Mindat](http://www.mindat.org/search.php?name=Pectolite),,
Pectolite_zerno 1 Kaneva,9.DG.05,508,NaCa2Si3O8(OH),Na Ca Si O H,[Mindat](http://www.mindat.org/search.php?name=Pectolite),,
Pectolite_Kaneva,9.DG.05,55,NaCa2Si3O8(OH),Na Ca Si O H,[Mindat](http://www.mindat.org/search.php?name=Pectolite),,
Pektolite_zerno 1 Kaneva,,180,,,,,
Perovskite_Afrikanda Radomskaya,4.CC.30,500,CaTiO3,Ca Ti O,[Mindat](http://www.mindat.org/search.php?name=Perovskite),,
Perovskite_Afrikanda Radomskaya single crystal,4.CC.30,501,CaTiO3,Ca Ti O,[Mindat](http://www.mindat.org/search.php?name=Perovskite),,
Perovskite_Afrikanda Radomskaya single crystal,4.CC.30,502,CaTiO3,Ca Ti O,[Mindat](http://www.mindat.org/search.php?name=Perovskite),,
Phenakite_Ermakovka,9.AA.05,271,Be2(SiO4),Be Si O,[Mindat](http://www.mindat.org/search.php?name=Phenakite),,
Phosphate_1584 yellow in association with quartz Undina Zimin,,302,,,,,
Phosphoinnelite_Inagli IG-86-320-2 point 5,9.BE.40,242,Na3Ba4Ti3Si4O14(PO4)2O2F,Na Ba Ti Si O P F,[Mindat](http://www.mindat.org/search.php?name=Phosphoinnelite),,
Picroilmenite_,,324,,,,,
Plagioclase_Sky blue sample Bystraya BY-33 Levitskiy,,165,,,,,
Plagioclase_Labradorite Medvedev,,38,,,,,
Plagioclase_Labradorite ,,41,,,,,
Plagioclase_,,46,,,,,
Cs-Mica_Ary-Bulak Dmitrieva,,234,,,,,
Polylithionite_(Zinwaldite) single crystal,9.HC.40,399,KLi2AlSi4O10F2,K Li Al Si O F,[Mindat](http://www.mindat.org/search.php?name=Polylithionite),,
Polylithionite_(Zinwaldite) grain2,9.HC.40,400,KLi2AlSi4O10F2,K Li Al Si O F,[Mindat](http://www.mindat.org/search.php?name=Polylithionite),,
Pottasic-Hastingsite_,,61,,,,,
K-richterite_Dianite Inagli,,171,,,,,
K-Richterite_,,79,,,,,
Pottasic-richterite_Inagli image105.2 86-320-2,,247,,,,,
Pottassic_richterite Murun dianite D1-bks,,409,,,,,
Pottassic-feldspar_Olkhon Otchkovyi gneiss,,104,,,,,
Prehnite_Radomskaya,9.DP.20,99,Ca2Al(Si3Al)O10(OH)2,Ca Al Si O H,[Mindat](http://www.mindat.org/search.php?name=Prehnite),,
Purpurite_Kaneva,8.AB.10,60,Mn3+(PO4),Mn P O,[Mindat](http://www.mindat.org/search.php?name=Purpurite),,
Pyrochlore_,,329,,,,,
Pyrope_XII zvezda ,9.AD.25,297,Mg3Al2(SiO4)3,Mg Al Si O,[Mindat](http://www.mindat.org/search.php?name=Pyrope),,
Pyrope_dem,9.AD.25,356,Mg3Al2(SiO4)3,Mg Al Si O,[Mindat](http://www.mindat.org/search.php?name=Pyrope),,
Pyrope_red dem-2,9.AD.25,357,Mg3Al2(SiO4)3,Mg Al Si O,[Mindat](http://www.mindat.org/search.php?name=Pyrope),,
Pyrope_Ebelyakh,9.AD.25,358,Mg3Al2(SiO4)3,Mg Al Si O,[Mindat](http://www.mindat.org/search.php?name=Pyrope),,
Pyrope_green XIII siezd tube,9.AD.25,362,Mg3Al2(SiO4)3,Mg Al Si O,[Mindat](http://www.mindat.org/search.php?name=Pyrope),,
Quartz_Cacholong,4.DA.05,100,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_Morion Radomskaya in association with topaz,4.DA.05,130,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Agate_Urengoy,,133,,,,,
Quartz_in association with carletonite c1,4.DA.05,21,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_in association with zeolite inrtu 2021,4.DA.05,346,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_,4.DA.05,363,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_Stepchenko Patom,4.DA.05,365,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_vlasyuk,4.DA.05,366,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_Ametist Valdykin 2015,4.DA.05,367,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_Milky Bural Sardyk,4.DA.05,368,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_Ametist Korhunovskoe,4.DA.05,369,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_INRTU cleaned yellow,4.DA.05,370,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_Zhadeite D'Agostiny,4.DA.05,371,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_Brazil,4.DA.05,372,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_Zabaikalie,4.DA.05,373,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_Morion Radomskaya 2019,4.DA.05,374,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_pink Radomskaya,4.DA.05,377,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_Morion Vladykin 2023,4.DA.05,378,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_Polar Ural Medvedev 2017,4.DA.05,379,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_Rauchtopaz Bunaeva,4.DA.05,380,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_Rauchtopaz,4.DA.05,381,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_Morion Radomskaya,4.DA.05,382,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_yellow Radomskaya,4.DA.05,384,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Quartz_Polar Ural 2020,4.DA.05,385,SiO2,Si O,[Mindat](http://www.mindat.org/search.php?name=Quartz),,
Rb-Mica_Ary-Bulak Dmitrieva,,233,,,,,
Rb3Eu3B4O12_,,182,,,,,
Rb3Y2B3O9_,,184,,,,,
Reedmergnerite_grain 3 Dara-i-Pioz,9.FA.35,218,NaBSi3O8,Na B Si O,[Mindat](http://www.mindat.org/search.php?name=Reedmergnerite),,
Reedmergnerite_6 row grain2 Dara-i-Pioz,9.FA.35,223,NaBSi3O8,Na B Si O,[Mindat](http://www.mindat.org/search.php?name=Reedmergnerite),,
Reedmergnerite_single grain Kaneva,9.FA.35,396,NaBSi3O8,Na B Si O,[Mindat](http://www.mindat.org/search.php?name=Reedmergnerite),,
Reedmergnerite_Kaneva,9.FA.35,397,NaBSi3O8,Na B Si O,[Mindat](http://www.mindat.org/search.php?name=Reedmergnerite),,
"Reedmergnerite,Dara-i-Pioz_",,Dara-i-Pioz,,,,,
Rhodonite_,9.DK.05,137,CaMn3Mn(Si5O15),Ca Mn Si O,[Mindat](http://www.mindat.org/search.php?name=Rhodonite),,
"Richterite_Flora,Lovozero in association with Kyanoxalite black K-richterite probably",9.DE.20,474,Na(NaCa)Mg5Si8O22(OH)2,Na Ca Mg Si O H,[Mindat](http://www.mindat.org/search.php?name=Richterite),,
Ringwoodite_Bindeliani 2384 point 37,9.AC.15,331,SiMg2O4,Si Mg O,[Mindat](http://www.mindat.org/search.php?name=Ringwoodite),,
Ringwoodite_2384 point 19,9.AC.15,332,SiMg2O4,Si Mg O,[Mindat](http://www.mindat.org/search.php?name=Ringwoodite),,
Roselite_MinMus,8.CG.10,268,Ca2Co(AsO4)2 2H2O,Ca Co As O H,[Mindat](http://www.mindat.org/search.php?name=Roselite),,
Rubellite_AL-7,,116,,,,,
Rubellite_AL-8,,117,,,,,
Rutile_,4.DB.05,42,TiO2,Ti O,[Mindat](http://www.mindat.org/search.php?name=Rutile),,
Sapozhnikovite_Karasurt Lovozero,9.FB.,0,Na8(Al6Si6O24)(HS)2,Na Al Si O H S,[Mindat](http://www.mindat.org/search.php?name=Sapozhnikovite),,
Scawtite_Crestmore Arisona second sample,9.CK.15,150,Ca7(Si3O9)2(CO3) 2H2O,Ca Si O C H,[Mindat](http://www.mindat.org/search.php?name=Scawtite),,
Scawtite_in epoxy package Kaneva,9.CK.15,220,Ca7(Si3O9)2(CO3) 2H2O,Ca Si O C H,[Mindat](http://www.mindat.org/search.php?name=Scawtite),,
Scawtite_Crestmore mine California,9.CK.15,48,Ca7(Si3O9)2(CO3) 2H2O,Ca Si O C H,[Mindat](http://www.mindat.org/search.php?name=Scawtite),,
Schorl_,9.CK.05,119,NaFe2+3Al6(Si6O18)(BO3)3(OH)3(OH),Na Fe Al Si O B H,[Mindat](http://www.mindat.org/search.php?name=Schorl),,
Selenide_mineral from tolbachikl bluish sp91,,281,,,,,
Serpentine_Ophiocalcite Radomskaya,,194,,,,,
Serpentine_in association with ophiocalcite light green yellow,,195,,,,,
Serpentine_white ophiocalcite,,196,,,,,
Serpentine_Ospin TV2.5 12-oc-29 1,,93,,,,,
Serpentine_Burmakina,,94,,,,,
"Serpentinite_Sayan,Medvedev 2020 Radomskaya",,96,,,,,
Serpentiniter_Sasim,,228,,,,,
Sidereite_Dem-2 Kholokhol,,351,,,,,
Siderite_,5.AB.05,188,Fe(CO3),Fe C O,[Mindat](http://www.mindat.org/search.php?name=Siderite),,
Siderite_kholokhol,5.AB.05,299,Fe(CO3),Fe C O,[Mindat](http://www.mindat.org/search.php?name=Siderite),,
Siderite_Dem,5.AB.05,350,Fe(CO3),Fe C O,[Mindat](http://www.mindat.org/search.php?name=Siderite),,
Silvialite-kaneva_region near 10,,235,,,,,
Silvialite_Kaneva region 12,9.FB.15,236,Ca4Al6Si6O24(SO4),Ca Al Si O S,[Mindat](http://www.mindat.org/search.php?name=Silvialite),,
Smithsonite_sample 3,5.AB.05,307,Zn(CO3),Zn C O,[Mindat](http://www.mindat.org/search.php?name=Smithsonite),,
Smithsonite_sample 2,5.AB.05,308,Zn(CO3),Zn C O,[Mindat](http://www.mindat.org/search.php?name=Smithsonite),,
Smithsonite_,5.AB.05,354,Zn(CO3),Zn C O,[Mindat](http://www.mindat.org/search.php?name=Smithsonite),,
Sobolevite_Panikorovskyi Apatity LV-23-1,9.BE.37,492,Na6(Na2Ca)(NaCaMn)Na2Ti2Na2(TiMn)(Si2O7)2(PO4)4O2(OF)F2,Na Ca Mn Ti Si O P F,[Mindat](http://www.mindat.org/search.php?name=Sobolevite),,
Sobolevite_Panikorovskyi Apatity grain2 LV-23-1,9.BE.37,493,Na6(Na2Ca)(NaCaMn)Na2Ti2Na2(TiMn)(Si2O7)2(PO4)4O2(OF)F2,Na Ca Mn Ti Si O P F,[Mindat](http://www.mindat.org/search.php?name=Sobolevite),,
Sobolevite_Panikorovskyi Apatity mpoint 3 LV-23-1,9.BE.37,494,Na6(Na2Ca)(NaCaMn)Na2Ti2Na2(TiMn)(Si2O7)2(PO4)4O2(OF)F2,Na Ca Mn Ti Si O P F,[Mindat](http://www.mindat.org/search.php?name=Sobolevite),,
Sobolevite_LV-23-1 point 4 LV-23-1,9.BE.37,495,Na6(Na2Ca)(NaCaMn)Na2Ti2Na2(TiMn)(Si2O7)2(PO4)4O2(OF)F2,Na Ca Mn Ti Si O P F,[Mindat](http://www.mindat.org/search.php?name=Sobolevite),,
Sodalite_blue S4 containing Sapozhnikov,9.FB.10,145,Na4(Si3Al3)O12Cl,Na Si Al O Cl,[Mindat](http://www.mindat.org/search.php?name=Sodalite),,
Hackmanite_Hibiny,,286,,,,,
Hackamanite_Khibyni polished purple,,457,,,,,
Hackmanite_Inagli polished discolored,,458,,,,,
Hackmanite_Inagli transparent part polished plate,,459,,,,,
Sulfide_sodalite Ladzhvarda,,8,,,,,
Hackmanite_Hibiny,,9,,,,,
Sodium_thiosulfate hyposulfite,,359,,,,,
Sogdianite_Dara-i-Pioz,9.CM.05,216,KZr2Li3Si12O30,K Zr Li Si O,[Mindat](http://www.mindat.org/search.php?name=Sogdianite),,
Sogdianite_Dara-i-Pioz grain 3,9.CM.05,217,KZr2Li3Si12O30,K Zr Li Si O,[Mindat](http://www.mindat.org/search.php?name=Sogdianite),,
Sogdianite_,9.CM.05,219,KZr2Li3Si12O30,K Zr Li Si O,[Mindat](http://www.mindat.org/search.php?name=Sogdianite),,
