name,strunz,id,formula,elements,hyperlink,comments,shift
Triplite_R050615-1,8.BB.10,R050615-1,Mn2+2(PO4)F,Mn P O F,[RRUF](https://rruff.info/R050615) [Mindat](http://www.mindat.org/search.php?name=Triplite),,
Triplite_R060743-1,8.BB.10,R060743-1,Mn2+2(PO4)F,Mn P O F,[RRUF](https://rruff.info/R060743) [Mindat](http://www.mindat.org/search.php?name=Triplite),,
Triplite_R060743-1,8.BB.10,R060743-1,Mn2+2(PO4)F,Mn P O F,[RRUF](https://rruff.info/R060743) [Mindat](http://www.mindat.org/search.php?name=Triplite),,
Triplite_R060935-1,8.BB.10,R060935-1,Mn2+2(PO4)F,Mn P O F,[RRUF](https://rruff.info/R060935) [Mindat](http://www.mindat.org/search.php?name=Triplite),,
Triplite_R060935-1,8.BB.10,R060935-1,Mn2+2(PO4)F,Mn P O F,[RRUF](https://rruff.info/R060935) [Mindat](http://www.mindat.org/search.php?name=Triplite),,
Triplite_R070645-9,8.BB.10,R070645-9,Mn2+2(PO4)F,Mn P O F,[RRUF](https://rruff.info/R070645) [Mindat](http://www.mindat.org/search.php?name=Triplite),,
Tripuhyite_R070383-9,4.DB.05,R070383-9,Fe3+Sb5+O4,Fe Sb O,[RRUF](https://rruff.info/R070383) [Mindat](http://www.mindat.org/search.php?name=Tripuhyite),,
TritomiteCe_R060046-1,9.AH.25,R060046-1,"Ce5(SiO4,BO4)3(OH,O)",Ce Si O B H,[RRUF](https://rruff.info/R060046) [Mindat](http://www.mindat.org/search.php?name=TritomiteCe),,
TritomiteCe_R060046-1,9.AH.25,R060046-1,"Ce5(SiO4,BO4)3(OH,O)",Ce Si O B H,[RRUF](https://rruff.info/R060046) [Mindat](http://www.mindat.org/search.php?name=TritomiteCe),,
Troilite_R070242-9,2.CC.10,R070242-9,FeS,Fe S,[RRUF](https://rruff.info/R070242) [Mindat](http://www.mindat.org/search.php?name=Troilite),,
Troilite_R070242-9,2.CC.10,R070242-9,FeS,Fe S,[RRUF](https://rruff.info/R070242) [Mindat](http://www.mindat.org/search.php?name=Troilite),,
Trolleite_R050425-1,8.BB.45,R050425-1,Al4(PO4)3(OH)3,Al P O H,[RRUF](https://rruff.info/R050425) [Mindat](http://www.mindat.org/search.php?name=Trolleite),,
Trolleite_R050425-1,8.BB.45,R050425-1,Al4(PO4)3(OH)3,Al P O H,[RRUF](https://rruff.info/R050425) [Mindat](http://www.mindat.org/search.php?name=Trolleite),,
Trolleite_R050545-9,8.BB.45,R050545-9,Al4(PO4)3(OH)3,Al P O H,[RRUF](https://rruff.info/R050545) [Mindat](http://www.mindat.org/search.php?name=Trolleite),,
Trona_R050228-1,5.CB.15,R050228-1,Na3(HCO3)(CO3) 2H2O,Na H C O,[RRUF](https://rruff.info/R050228) [Mindat](http://www.mindat.org/search.php?name=Trona),,
Trona_R050228-1,5.CB.15,R050228-1,Na3(HCO3)(CO3) 2H2O,Na H C O,[RRUF](https://rruff.info/R050228) [Mindat](http://www.mindat.org/search.php?name=Trona),,
Trona_R050499-1,5.CB.15,R050499-1,Na3(HCO3)(CO3) 2H2O,Na H C O,[RRUF](https://rruff.info/R050499) [Mindat](http://www.mindat.org/search.php?name=Trona),,
Trona_R050499-1,5.CB.15,R050499-1,Na3(HCO3)(CO3) 2H2O,Na H C O,[RRUF](https://rruff.info/R050499) [Mindat](http://www.mindat.org/search.php?name=Trona),,
Tsaregorodtsevite_R060033-1,9.FB.10,R060033-1,N(CH3)4Si4(SiAl)O12,N C H Si Al O,[RRUF](https://rruff.info/R060033) [Mindat](http://www.mindat.org/search.php?name=Tsaregorodtsevite),,
Tsaregorodtsevite_R060373-9,9.FB.10,R060373-9,N(CH3)4Si4(SiAl)O12,N C H Si Al O,[RRUF](https://rruff.info/R060373) [Mindat](http://www.mindat.org/search.php?name=Tsaregorodtsevite),,
Tschermigite_R050276-1,7.CC.20,R050276-1,(NH4)Al(SO4)2 12H2O,N H Al S O,[RRUF](https://rruff.info/R050276) [Mindat](http://www.mindat.org/search.php?name=Tschermigite),,
Tschermigite_R050276-1,7.CC.20,R050276-1,(NH4)Al(SO4)2 12H2O,N H Al S O,[RRUF](https://rruff.info/R050276) [Mindat](http://www.mindat.org/search.php?name=Tschermigite),,
Tschernichite_R060482-9,9.GF.30,R060482-9,CaAl2Si6O16 8H2O,Ca Al Si O H,[RRUF](https://rruff.info/R060482) [Mindat](http://www.mindat.org/search.php?name=Tschernichite),,
TsepiniteCa_R060833-9,9.CE.30b,R060833-9,"(Ca,K,Na)2-x(Ti,Nb)2(Si4O12)(OH,O)2 4H2O",Ca K Na Ti Nb Si O H,[RRUF](https://rruff.info/R060833) [Mindat](http://www.mindat.org/search.php?name=TsepiniteCa),,
TsepiniteNa_R070241-9,9.CE.30b,R070241-9,"(Na,H3O,K,Sr,Ba,  box )2(Ti,Nb)2(Si4O12)(OH,O)2 3H2O",Na H O K Sr Ba Ti Nb Si,[RRUF](https://rruff.info/R070241) [Mindat](http://www.mindat.org/search.php?name=TsepiniteNa),,
Tsumcorite_R060081-9,8.CG.15,R060081-9,PbZn2(AsO4)2 2H2O,Pb Zn As O H,[RRUF](https://rruff.info/R060081) [Mindat](http://www.mindat.org/search.php?name=Tsumcorite),,
Tsumcorite_R100185-9,8.CG.15,R100185-9,PbZn2(AsO4)2 2H2O,Pb Zn As O H,[RRUF](https://rruff.info/R100185) [Mindat](http://www.mindat.org/search.php?name=Tsumcorite),,
Tsumcorite_R110036-9,8.CG.15,R110036-9,PbZn2(AsO4)2 2H2O,Pb Zn As O H,[RRUF](https://rruff.info/R110036) [Mindat](http://www.mindat.org/search.php?name=Tsumcorite),,
Tsumebite_R070446-9,8.BG.05,R070446-9,Pb2Cu(PO4)(SO4)(OH),Pb Cu P O S H,[RRUF](https://rruff.info/R070446) [Mindat](http://www.mindat.org/search.php?name=Tsumebite),,
Tsumebite_R080020-9,8.BG.05,R080020-9,Pb2Cu(PO4)(SO4)(OH),Pb Cu P O S H,[RRUF](https://rruff.info/R080020) [Mindat](http://www.mindat.org/search.php?name=Tsumebite),,
Tsumgallite_R100125-1,4.FD.10,R100125-1,GaO(OH),Ga O H,[RRUF](https://rruff.info/R100125) [Mindat](http://www.mindat.org/search.php?name=Tsumgallite),,
