name,strunz,id,formula,elements,hyperlink,wavelength,status,comments,shift
Uvarovite_R061041,9.AD.25,R061041,Ca3Cr2(SiO4)3,Ca Cr Si O,[RRUF](https://rruff.info/R061041) [Mindat](http://www.mindat.org/search.php?name=Uvarovite),514,RAW,"Emerald-green euhedral crystalThe identification of this mineral has been confirmed by X-ray diffraction and chemical analysis owner: RRUFFRoyal Ontario Museum locality: Outokumpu, Finland",
Uvarovite_R061041,9.AD.25,R061041,Ca3Cr2(SiO4)3,Ca Cr Si O,[RRUF](https://rruff.info/R061041) [Mindat](http://www.mindat.org/search.php?name=Uvarovite),514,RAW,"Emerald-green euhedral crystalThe identification of this mineral has been confirmed by X-ray diffraction and chemical analysis owner: RRUFFRoyal Ontario Museum locality: Outokumpu, Finland",
Uvarovite_R061041,9.AD.25,R061041,Ca3Cr2(SiO4)3,Ca Cr Si O,[RRUF](https://rruff.info/R061041) [Mindat](http://www.mindat.org/search.php?name=Uvarovite),514,Proceed,"Emerald-green euhedral crystalThe identification of this mineral has been confirmed by X-ray diffraction and chemical analysis owner: RRUFFRoyal Ontario Museum locality: Outokumpu, Finland",
Vanadinite_R050171,8.BN.05,R050171,Pb5(VO4)3Cl,Pb V O Cl,[RRUF](https://rruff.info/R050171) [Mindat](http://www.mindat.org/search.php?name=Vanadinite),514,Proceed,"Red prismatic hexagonal crystalsThe identification of this mineral has been confirmed by X-ray diffraction and chemical analysis owner: RRUFFMarcus Origlieri locality: Hamburg mine, La Paz County, Arizona, USA",
Vanadinite_R050171,8.BN.05,R050171,Pb5(VO4)3Cl,Pb V O Cl,[RRUF](https://rruff.info/R050171) [Mindat](http://www.mindat.org/search.php?name=Vanadinite),514,RAW,"Red prismatic hexagonal crystalsThe identification of this mineral has been confirmed by X-ray diffraction and chemical analysis owner: RRUFFMarcus Origlieri locality: Hamburg mine, La Paz County, Arizona, USA",
Vanadinite_R050171,8.BN.05,R050171,Pb5(VO4)3Cl,Pb V O Cl,[RRUF](https://rruff.info/R050171) [Mindat](http://www.mindat.org/search.php?name=Vanadinite),514,RAW,"Red prismatic hexagonal crystalsThe identification of this mineral has been confirmed by X-ray diffraction and chemical analysis owner: RRUFFMarcus Origlieri locality: Hamburg mine, La Paz County, Arizona, USA",
Vanadinite_R050171,8.BN.05,R050171,Pb5(VO4)3Cl,Pb V O Cl,[RRUF](https://rruff.info/R050171) [Mindat](http://www.mindat.org/search.php?name=Vanadinite),514,Proceed,"Red prismatic hexagonal crystalsThe identification of this mineral has been confirmed by X-ray diffraction and chemical analysis owner: RRUFFMarcus Origlieri locality: Hamburg mine, La Paz County, Arizona, USA",
Vandermeerscheite_R250143,4.HB.45,R250143,K2 [(UO2)2V2O8 ] 2H2O,K U O V H,[RRUF](https://rruff.info/R250143) [Mindat](http://www.mindat.org/search.php?name=Vandermeerscheite),532,RAW,"Transparent rosette-like aggregates of thin blades growing on phillipsite-K.  Type sample, described in Plášil et al (2019)The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis owner: Natural History Museum of Los AngelesTony Kampf locality: Shellkopf mine, Rhineland-Palatinate, Germany",
Vandermeerscheite_R250143,4.HB.45,R250143,K2 [(UO2)2V2O8 ] 2H2O,K U O V H,[RRUF](https://rruff.info/R250143) [Mindat](http://www.mindat.org/search.php?name=Vandermeerscheite),532,Proceed,"Transparent rosette-like aggregates of thin blades growing on phillipsite-K.  Type sample, described in Plášil et al (2019)The identification of this mineral is confirmed by single-crystal X-ray diffraction and chemical analysis owner: Natural History Museum of Los AngelesTony Kampf locality: Shellkopf mine, Rhineland-Palatinate, Germany",
Vasilite_R070716,2.BC.25,R070716,"(Pd,Cu)16(S,Te)7",Pd Cu S Te,[RRUF](https://rruff.info/R070716) [Mindat](http://www.mindat.org/search.php?name=Vasilite),532,RAW,"Black metallic bleb; mounted on microprobe plasticThe identification of this mineral is not yet confirmed owner: RRUFFMichael Scott locality: Mount Filipp, Kamchatka Oblast', Far-Eastern Region, Russia",
